9.888765084656934157e-01 -9.822564139110241399e-01 -8.671247564667357022e-01 -6.668924746153770400e-01 -4.383584339223747239e-01
-2.341954469273535011e-01 -4.028206300023113862e-01 -3.085573843564717311e-01 7.447139214449403077e-01 -8.006263318121216166e-01
-8.086995064659703303e-01 -8.840152344505927129e-01 -8.664281724059983425e-01 5.974786175319102277e-02 7.337985478262725181e-01
-1.304495960630531748e-01 -9.372597173771168855e-02 4.746531081839444610e-02 -3.051366538387425553e-01 -4.947890883251653271e-01
-1.083511914806596366e-01 3.322965070348624650e-01 5.585038637212480506e-01 9.574928312496162608e-01 7.189892741701542356e-02
8.689595111367680591e-01 2.531697442840896706e-02 -5.282556247055572030e-01 5.817231388351415955e-01 2.889540366438489993e-01
-9.926561640570366052e-01 -8.135229792010134631e-02 -9.613195963066558658e-01 7.500849966057661078e-01 -2.499160787373888581e-03
-4.279024684063537087e-02 2.095989230206913856e-01 1.056719623006043829e-01 4.375529612379371880e-01 5.701012016335118560e-01
-1.275589302225956789e-01 5.735216476962456955e-01 -7.114316457403457861e-02 -1.885445753090753129e-02 -8.419857881156476154e-01
8.014311718986004696e-01 3.738623045442721615e-01 -5.091063680249381385e-01 -8.953501060770658881e-01 -2.869888230566843834e-01
-1.715138228873034354e-01 -6.451788266957674267e-01 5.619559512415683855e-02 -7.058841685172234648e-01 4.002176927712042254e-01
-7.561327609575656528e-01 -1.377962461300819008e-02 7.870788285438512499e-01 5.912690960853788091e-01 -5.266624488987057262e-01
-2.435107305066110950e-01 1.972812979199027872e-01 9.357177555063092012e-01 -6.789060835622717782e-02 2.619189735836962019e-01
-1.615651554868573481e-01 4.103783063909289819e-01 1.171340356422123641e-02 -2.140388911697970187e-01 -1.926486806113985040e-01
-4.058890117169007272e-01 4.154208319197338906e-01 -7.988869306955592720e-02 6.345111652114892031e-01 4.321258272940593503e-01
2.961800116290616014e-01 -6.798291094782202837e-01 -9.875727863225112202e-01 1.843237917357152256e-01 6.524965527577899493e-01
-7.322414413508193665e-01 4.148598072260611946e-01 -7.584160411342246721e-01 8.711421813928463820e-01 6.089658493179026522e-01
-7.405257821218222958e-01 -7.345293929352820772e-01 -8.381775054437765604e-01 -1.449499724035088200e-01 7.863999257104445917e-01
-8.976047649843610365e-02 1.283416770189726996e-01 8.488031426123008316e-01 1.653624863225688912e-02 7.815851177275323636e-01
7.094389431517325040e-01 -5.318031339371571686e-01 -2.285932355406723460e-01 -4.938058994407417135e-01 -7.708970412950890694e-01
4.386661872128128081e-01 -5.321631382380145325e-01 -9.428249896846991884e-01 6.762920255175730588e-02 -1.360510625308339883e-01
8.603860232399718200e-01 -4.799516792372304774e-01 5.163053405369777416e-02 4.723607023675686634e-01 -7.755138014343401220e-01
-2.351315804521691977e-01 3.443860720901703587e-01 -8.436027368032135154e-01 9.565438927477720732e-01 -1.586381604514650601e-01
-4.620694227823074485e-01 9.422847893673356179e-01 -6.614901734898535057e-01 9.075036621954375438e-01 -7.498758202345472412e-01
4.166628431303001090e-01 -7.594848687739153004e-01 8.641155587120188386e-01 -9.556935540801527740e-01 8.906138819032569653e-01
-7.688833119193403398e-01 3.359608822239537052e-01 -4.893584550276153244e-01 6.557825009412061590e-01 7.016641880077478799e-01
1.467624882619837923e-01 -9.888234814107830228e-01 -4.427294648717174930e-01 6.420781311947594272e-01 -8.752236760433320661e-01
2.759283733249182635e-01 7.619988864766336079e-03 -2.961372185301069937e-01 -5.895933634545080793e-01 1.307581625102571810e-01
-7.227987702870106723e-01 6.856341730734529794e-01 -3.058462886783883672e-01 -3.575581234159128652e-01 7.497243023130470974e-01
-2.628934963898885702e-01 -1.722470853344846287e-01 -8.050650285300913200e-01 -3.089511281182550917e-01 2.875420825731529462e-01
-1.347934387979945470e-01 9.309210855760929881e-02 -9.439766010043650901e-01 -7.533453876806741611e-01 -6.863436187277112133e-01
4.792196583846974889e-02 -3.311573983108888619e-01 -1.273185212022651669e-01 -6.485142295569883419e-01 6.086328197602610679e-01
-6.642772861792773931e-01 5.063289897766372061e-01 -5.129555524949942491e-01 -2.808452855738448051e-01 -7.571156733396182670e-01
6.697146200728694154e-01 -1.892919220891655652e-01 -3.819867386120638919e-01 5.721083739686243508e-01 -8.097418462399854633e-01
-6.674736843647415263e-01 1.347225064298005481e-01 -9.954343694563070333e-01 4.627198715313711741e-01 2.002540033138129338e-01
-1.302971088270536981e-01 6.369149407765659632e-01 2.014384171729535211e-01 -4.798950097398999581e-01 9.121002648945846225e-01
-4.208356335724534603e-01 -7.888194216847626006e-01 1.424601934024789518e-01 3.026098219329282912e-01 8.712697615758344671e-01
2.366298143622889150e-01 -4.171080306953991457e-01 6.869517790789001488e-01 9.053601400327981885e-02 -6.760443640386168962e-01
1.046296136344297967e-01 1.686457647734227461e-01 8.357891186893859903e-01 -5.807916857891348705e-01 2.207386309222958420e-01
-6.869401128998569028e-01 3.328594574041914278e-01 1.062765144812316542e-02 -4.271501112066979911e-01 6.181431027129258293e-01
8.354307038515267347e-01 4.994805877124144367e-01 9.124917186525400847e-01 9.339151244423651299e-01 -4.400966377986166300e-01
3.540167117837400568e-02 2.165461018967871354e-01 -7.414329742898884135e-02 -3.210740657602579873e-01 -4.879406906652163922e-01
-2.899675610295930905e-01 3.927482847040462133e-01 1.837110907094574586e-02 -8.195658817515800720e-01 -5.931435193939904593e-02
1.843384938069203560e-01 1.421688410437020877e-01 4.603982978502234591e-01 -5.002310618586645052e-01 -1.325141724690692691e-01
2.946293168078601976e-01 -3.963922221422817582e-01 -9.580277465253732583e-01 2.662263090225625017e-01 -7.528706211369253776e-01
2.894170096155725957e-01 -1.671631900073520249e-01 -8.731443945896786296e-01 -9.567617934646974742e-01 -6.587117226667946746e-01
7.027299082629745453e-01 4.860085695206612932e-01 -5.709244937104527295e-01 9.719513375982105075e-01 5.465641053537662053e-02
1.656544287529093662e-01 2.059736435080772310e-02 -2.464382687575350506e-01 -9.284459658433570350e-01 -2.667581588967737893e-02
2.364775515819219631e-01 -3.078599490564042362e-01 7.046353623236352171e-01 9.728998436169511432e-01 3.665791766750858827e-02
-6.158817607203268540e-01 9.170867618673068655e-01 -9.031455673078438995e-01 -2.407617919472295753e-01 -7.933658733722848133e-02
-9.394297444472399228e-02 6.980889714692104508e-01 4.719517664875316765e-01 7.948895254720493853e-01 -1.391242310426372697e-01
-9.096054902854260327e-01 6.865043321805006649e-01 5.119351417530091375e-01 6.923982189923507669e-01 -8.711190382568656521e-01
6.993988990095767466e-01 5.990771950125073353e-02 2.509749053640317751e-01 -3.814353762708500017e-01 -9.197483077131172191e-01
-8.519339753617345412e-01 9.625819022173429662e-01 5.189906571771496502e-01 6.660358508483112949e-01 8.559530910714341356e-01
5.286014642295280286e-01 -2.230933882833212589e-01 7.994244391959690610e-01 1.409056475101144734e-01 -7.802930045929876712e-01
-8.555091340245755127e-01 4.053886357902622972e-01 -4.559537988772588424e-01 9.613458748424221767e-01 -7.005199921353526538e-01
4.453138185236962254e-01 -4.932377857964744816e-01 -2.933437465381032450e-01 6.474810527308261232e-01 -4.151360520787903408e-01
6.577648092059542595e-01 5.448806850243483879e-01 2.489280634261983316e-01 -4.614100666535514428e-01 -4.275175244536899566e-01
-9.501000724995636304e-01 2.456355592849139846e-01 6.513593913625681520e-01 1.206406810665225926e-01 5.046885846539319598e-01
-5.814669924882225338e-01 2.396373388594743581e-01 1.040984543060059497e-01 -8.495344108729248056e-01 3.669603064960778038e-01
